"country","country_of_origin","election_date","election_type","registered_voters","total_votes","valid_votes","null_votes","blanco_votes","invalid_votes","votes_party_1","party_party_1","votes_party_2","party_party_2","votes_party_3","party_party_3","votes_party_4","party_party_4","votes_party_5","party_party_5","votes_party_6","party_party_6","votes_party_7","party_party_7","votes_party_8","party_party_8","votes_party_9","party_party_9","votes_party_10","party_party_10","votes_party_11","party_party_11","votes_party_12","party_party_12","votes_party_13","party_party_13","votes_party_14","party_party_14","votes_party_15","party_party_15","votes_party_16","party_party_16","votes_party_17","party_party_17","votes_party_18","party_party_18","votes_party_19","party_party_19","votes_party_20","party_party_20","votes_party_21","party_party_21","votes_party_22","party_party_22","votes_party_23","party_party_23","votes_party_24","party_party_24","votes_party_25","party_party_25","votes_party_26","party_party_26","votes_party_27","party_party_27","votes_party_28","party_party_28","votes_party_29","party_party_29","votes_party_30","party_party_30","votes_party_31","party_party_31","votes_party_32","party_party_32","votes_party_33","party_party_33","votes_party_34","party_party_34","votes_party_35","party_party_35","votes_party_36","party_party_36","votes_party_37","party_party_37","votes_party_38","party_party_38","votes_party_39","party_party_39","votes_party_40","party_party_40","votes_party_41","party_party_41","votes_party_42","party_party_42","votes_party_43","party_party_43","votes_party_44","party_party_44","votes_party_45","party_party_45","votes_party_46","party_party_46","votes_party_47","party_party_47","votes_party_48","party_party_48","votes_party_49","party_party_49","votes_party_50","party_party_50","votes_party_51","party_party_51","votes_party_52","party_party_52","votes_party_53","party_party_53","votes_party_54","party_party_54","votes_party_55","party_party_55","national_winner","votes_national_winner","unmarked_votes"
"Venezuela","Romania",2019-11-10,"Presidential",NA,38,38,0,NA,NA,33,"Klaus-Werner IOHANNIS",3,"Ilie-Dan BARNA",1,"Ninel PEIA",1,"Mircea DIACONU",0,"Theodor PALEOLOGU",0,"Hunor KELEMEN",0,"Vasilica-Viorica DANCILA",0,"Catalin-Sorin IVAN",0,"Sebastian-Constantin POPESCU",0,"John-Ion BANU",0,"Bogdan STANOEVICI",0,"Ramona-Ioana BRUYNSEELS",0,"Viorel CATARAMA",0,"Alexandru CUMPANASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klaus-Werner IOHANNIS",33,NA
"Vietnam","Romania",2019-11-10,"Presidential",NA,139,135,4,NA,NA,61,"Klaus-Werner IOHANNIS",50,"Ilie-Dan BARNA",8,"Vasilica-Viorica DANCILA",7,"Theodor PALEOLOGU",5,"Mircea DIACONU",1,"Hunor KELEMEN",1,"Catalin-Sorin IVAN",1,"Ninel PEIA",1,"John-Ion BANU",0,"Sebastian-Constantin POPESCU",0,"Bogdan STANOEVICI",0,"Ramona-Ioana BRUYNSEELS",0,"Viorel CATARAMA",0,"Alexandru CUMPANASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klaus-Werner IOHANNIS",61,NA
"Zimbabwe","Romania",2019-11-10,"Presidential",NA,7,7,0,NA,NA,5,"Klaus-Werner IOHANNIS",1,"Ilie-Dan BARNA",1,"Vasilica-Viorica DANCILA",0,"Theodor PALEOLOGU",0,"Hunor KELEMEN",0,"Catalin-Sorin IVAN",0,"Ninel PEIA",0,"Sebastian-Constantin POPESCU",0,"John-Ion BANU",0,"Mircea DIACONU",0,"Bogdan STANOEVICI",0,"Ramona-Ioana BRUYNSEELS",0,"Viorel CATARAMA",0,"Alexandru CUMPANASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klaus-Werner IOHANNIS",5,NA
"Afghanistan","Romania",2016-12-11,"Legislative",561,559,502,NA,57,NA,138,"PARTIDUL SOCIAL DEMOCRAT",121,"PARTIDUL NA U 021A IONAL LIBERAL",89,"UNIUNEA SALVA U 021A I ROMANIA",46,"PARTIDUL ROMANIA UNITA",34,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",31,"PARTIDUL MI U 0218 CAREA POPULARA",20,"ALIAN U 021A A NOASTRA ROMANIA",7,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",5,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",2,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",2,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",2,"UNIUNEA SARBILOR DIN ROMANIA",1,"UNIUNEA POLONEZILOR DIN ROMANIA",1,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",1,"UNIUNEA ARMENILOR DIN ROMANIA",1,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",1,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",138,NA
"Albania","Romania",2016-12-11,"Legislative",31,31,31,NA,0,NA,13,"PARTIDUL NA U 021A IONAL LIBERAL",8,"UNIUNEA SALVA U 021A I ROMANIA",5,"PARTIDUL SOCIAL DEMOCRAT",2,"PARTIDUL MI U 0218 CAREA POPULARA",1,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",1,"ALIAN U 021A A NOASTRA ROMANIA",1,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"PARTIDUL ROMANIA UNITA",0,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",5,NA
"Algeria","Romania",2016-12-11,"Legislative",23,23,23,NA,0,NA,9,"PARTIDUL NA U 021A IONAL LIBERAL",9,"PARTIDUL SOCIAL DEMOCRAT",3,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",1,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",1,"UNIUNEA SALVA U 021A I ROMANIA",0,"PARTIDUL MI U 0218 CAREA POPULARA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"PARTIDUL ROMANIA UNITA",0,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"ALIAN U 021A A NOASTRA ROMANIA",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",9,NA
"Angola","Romania",2016-12-11,"Legislative",4,4,4,NA,0,NA,2,"PARTIDUL SOCIAL DEMOCRAT",1,"PARTIDUL NA U 021A IONAL LIBERAL",1,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"PARTIDUL MI U 0218 CAREA POPULARA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"PARTIDUL ROMANIA UNITA",0,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"ALIAN U 021A A NOASTRA ROMANIA",0,"UNIUNEA SALVA U 021A I ROMANIA",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",2,NA
"Argentina","Romania",2016-12-11,"Legislative",30,30,29,NA,0,NA,11,"PARTIDUL NA U 021A IONAL LIBERAL",6,"PARTIDUL SOCIAL DEMOCRAT",6,"UNIUNEA SALVA U 021A I ROMANIA",2,"PARTIDUL ROMANIA UNITA",2,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",1,"PARTIDUL MI U 0218 CAREA POPULARA",1,"ALIAN U 021A A NOASTRA ROMANIA",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",6,NA
"Armenia","Romania",2016-12-11,"Legislative",10,10,9,NA,1,NA,5,"UNIUNEA SALVA U 021A I ROMANIA",2,"PARTIDUL NA U 021A IONAL LIBERAL",2,"UNIUNEA ARMENILOR DIN ROMANIA",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"PARTIDUL MI U 0218 CAREA POPULARA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"PARTIDUL ROMANIA UNITA",0,"PARTIDUL SOCIAL DEMOCRAT",0,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"ALIAN U 021A A NOASTRA ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",0,NA
"Australia","Romania",2016-12-11,"Legislative",382,363,362,NA,1,NA,175,"UNIUNEA SALVA U 021A I ROMANIA",105,"PARTIDUL NA U 021A IONAL LIBERAL",25,"PARTIDUL MI U 0218 CAREA POPULARA",21,"PARTIDUL SOCIAL DEMOCRAT",11,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",9,"PARTIDUL ROMANIA UNITA",8,"ALIAN U 021A A NOASTRA ROMANIA",3,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",2,"UNIUNEA POLONEZILOR DIN ROMANIA",2,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",1,"UNIUNEA SARBILOR DIN ROMANIA",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",21,NA
"Austria","Romania",2016-12-11,"Legislative",2145,2142,2122,NA,16,NA,949,"UNIUNEA SALVA U 021A I ROMANIA",666,"PARTIDUL NA U 021A IONAL LIBERAL",140,"PARTIDUL SOCIAL DEMOCRAT",105,"PARTIDUL MI U 0218 CAREA POPULARA",71,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",65,"PARTIDUL ROMANIA UNITA",44,"ALIAN U 021A A NOASTRA ROMANIA",39,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",20,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",11,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",2,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",2,"UNIUNEA BULGARA DIN BANAT ROMANIA",2,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",2,"UNIUNEA ELENA DIN ROMANIA",1,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",1,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",1,"UNIUNEA ARMENILOR DIN ROMANIA",1,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",140,NA
"Azerbaijan","Romania",2016-12-11,"Legislative",26,26,26,NA,0,NA,13,"UNIUNEA SALVA U 021A I ROMANIA",5,"PARTIDUL NA U 021A IONAL LIBERAL",2,"PARTIDUL MI U 0218 CAREA POPULARA",2,"PARTIDUL SOCIAL DEMOCRAT",2,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",1,"PARTIDUL ROMANIA UNITA",1,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"ALIAN U 021A A NOASTRA ROMANIA",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",2,NA
"Belarus","Romania",2016-12-11,"Legislative",10,10,10,NA,0,NA,6,"UNIUNEA SALVA U 021A I ROMANIA",2,"PARTIDUL MI U 0218 CAREA POPULARA",1,"PARTIDUL NA U 021A IONAL LIBERAL",1,"PARTIDUL SOCIAL DEMOCRAT",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"PARTIDUL ROMANIA UNITA",0,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"ALIAN U 021A A NOASTRA ROMANIA",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",1,NA
"Belgium","Romania",2016-12-11,"Legislative",3279,3245,3209,NA,33,NA,1598,"UNIUNEA SALVA U 021A I ROMANIA",761,"PARTIDUL NA U 021A IONAL LIBERAL",219,"PARTIDUL MI U 0218 CAREA POPULARA",208,"PARTIDUL SOCIAL DEMOCRAT",192,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",97,"ALIAN U 021A A NOASTRA ROMANIA",73,"PARTIDUL ROMANIA UNITA",32,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",14,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",5,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",2,"UNIUNEA SARBILOR DIN ROMANIA",2,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",2,"UNIUNEA ARMENILOR DIN ROMANIA",1,"UNIUNEA POLONEZILOR DIN ROMANIA",1,"UNIUNEA BULGARA DIN BANAT ROMANIA",1,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",1,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",208,NA
